source,target,rho,candidate_mode,top_k,subdivision_points,adaptive_max_points_per_source,adaptive_min_separation,matching_target_vertices,matching_target_edges,empty_domains,total_candidates,minimum_candidates,maximum_candidates,estimated_state_upper_bound,largest_candidate_product,elapsed_seconds,status,error
1998e11,2014e5,12.5,target_junctions,25,2,8,1.0,51,74,0,5,2,3,6,6,0.019382,ok,
1998e11,2014e5,12.5,original_target_vertices,25,2,8,1.0,2366,2389,0,17,8,9,72,72,0.435960,ok,
1998e11,2014e5,12.5,uniform_target_subdivision,25,2,8,1.0,199,222,0,4,2,2,4,4,0.086028,ok,
1998e11,2014e5,12.5,adaptive_closest_points,25,2,8,1.0,52,75,0,3,1,2,2,2,0.051331,ok,
1998e11,2014e7,10.0,target_junctions,25,2,8,1.0,12,15,0,4,2,2,4,4,0.005442,ok,
1998e11,2014e7,10.0,original_target_vertices,25,2,8,1.0,1618,1621,0,13,6,7,42,42,0.211573,ok,
1998e11,2014e7,10.0,uniform_target_subdivision,25,2,8,1.0,42,45,0,3,1,2,2,2,0.033346,ok,
1998e11,2014e7,10.0,adaptive_closest_points,25,2,8,1.0,12,15,0,2,1,1,1,1,0.006973,ok,
1998e11,2014e7,12.5,target_junctions,25,2,8,1.0,12,15,0,4,2,2,4,4,0.004952,ok,
1998e11,2014e7,12.5,original_target_vertices,25,2,8,1.0,1618,1621,0,15,7,8,56,56,0.222976,ok,
1998e11,2014e7,12.5,uniform_target_subdivision,25,2,8,1.0,42,45,0,3,1,2,2,2,0.034815,ok,
1998e11,2014e7,12.5,adaptive_closest_points,25,2,8,1.0,12,15,0,2,1,1,1,1,0.006974,ok,
1998e3,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,2,1872,0,16,2631543,408375,0.196454,ok,
1998e3,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,3,4981,0,25,367776918,163875000,0.646691,ok,
1998e3,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,6,2252,0,25,25396414,8250000,0.553356,ok,
1998e3,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,1165,1375,2,2617,0,25,28083471,9375000,3.071813,ok,
1998e3,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,2210,2,17,6457753,1176000,0.193399,ok,
1998e3,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,2,6313,0,25,1105262916,244140625,0.702892,ok,
1998e3,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,4,2974,0,25,46814040,11250000,0.535353,ok,
1998e3,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,1273,1483,1,3493,0,25,62902206,9765625,3.234843,ok,
1998e5,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,1,318,0,15,66066,14400,0.156864,ok,
1998e5,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,2,783,0,25,1630164,285000,0.482933,ok,
1998e5,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,1,367,0,25,105546,16800,0.529386,ok,
1998e5,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,517,727,1,292,0,13,41082,4368,0.747615,ok,
1998e5,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,384,2,17,139047,34000,0.141201,ok,
1998e5,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,1,975,0,25,4267184,500000,0.469239,ok,
1998e5,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,1,484,0,25,317116,78000,0.525027,ok,
1998e5,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,534,744,1,353,0,18,88512,12096,0.681907,ok,
1998e5,1955e5,10.0,target_junctions,25,2,8,1.0,70,103,2,182,0,7,6612,720,0.036200,ok,
1998e5,1955e5,10.0,original_target_vertices,25,2,8,1.0,2828,2861,3,619,0,25,609102,149600,0.354041,ok,
1998e5,1955e5,10.0,uniform_target_subdivision,25,2,8,1.0,276,309,9,94,0,6,240,36,0.117669,ok,
1998e5,1955e5,10.0,adaptive_closest_points,25,2,8,1.0,153,186,2,148,0,9,2437,400,0.355947,ok,
1998e5,1955e5,12.5,target_junctions,25,2,8,1.0,70,103,0,205,2,7,10428,1440,0.035175,ok,
1998e5,1955e5,12.5,original_target_vertices,25,2,8,1.0,2828,2861,2,801,0,25,1615422,288750,0.338184,ok,
1998e5,1955e5,12.5,uniform_target_subdivision,25,2,8,1.0,276,309,5,125,0,6,1469,256,0.113733,ok,
1998e5,1955e5,12.5,adaptive_closest_points,25,2,8,1.0,159,192,1,164,0,10,3515,400,0.374098,ok,
1998e5,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,0,339,2,13,77396,14560,0.136361,ok,
1998e5,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,0,746,4,25,1787043,570375,0.475203,ok,
1998e5,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,378,1,25,64584,10080,0.419352,ok,
1998e5,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,367,555,0,170,1,10,2893,375,0.591898,ok,
1998e5,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,381,2,16,122917,24576,0.136249,ok,
1998e5,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,0,963,6,25,6256005,2713200,0.455843,ok,
1998e5,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,481,1,25,196983,36300,0.422669,ok,
1998e5,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,379,567,0,216,1,14,7726,1120,0.597250,ok,
1998e5,2014e3,10.0,target_junctions,25,2,8,1.0,317,493,1,301,0,9,47199,8064,0.129712,ok,
1998e5,2014e3,10.0,original_target_vertices,25,2,8,1.0,4059,4236,1,706,0,25,2347529,963300,0.484994,ok,
1998e5,2014e3,10.0,uniform_target_subdivision,25,2,8,1.0,1303,1479,1,290,0,12,26591,2376,0.406684,ok,
1998e5,2014e3,10.0,adaptive_closest_points,25,2,8,1.0,447,623,1,256,0,12,21990,4320,0.601263,ok,
1998e5,2014e3,12.5,target_junctions,25,2,8,1.0,317,493,1,354,0,11,70343,8064,0.131192,ok,
1998e5,2014e3,12.5,original_target_vertices,25,2,8,1.0,4059,4236,1,953,0,25,5906668,2348125,0.437115,ok,
1998e5,2014e3,12.5,uniform_target_subdivision,25,2,8,1.0,1303,1479,1,418,0,17,81081,10080,0.397749,ok,
1998e5,2014e3,12.5,adaptive_closest_points,25,2,8,1.0,472,648,1,328,0,13,39495,7020,0.594341,ok,
1998e7,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,1,83,0,12,2729,605,0.136032,ok,
1998e7,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,1,198,0,25,28701,5400,0.434636,ok,
1998e7,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,1,99,0,22,2249,572,0.508130,ok,
1998e7,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,408,618,1,67,0,12,1318,480,0.294578,ok,
1998e7,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,99,2,14,4086,864,0.138446,ok,
1998e7,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,1,229,0,25,49242,7500,0.431207,ok,
1998e7,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,1,124,0,25,5161,1050,0.468742,ok,
1998e7,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,411,621,1,77,0,14,1755,560,0.308325,ok,
1998e7,1955e5,10.0,target_junctions,25,2,8,1.0,70,103,1,53,0,7,858,140,0.025957,ok,
1998e7,1955e5,10.0,original_target_vertices,25,2,8,1.0,2828,2861,1,165,0,25,18680,4050,0.332125,ok,
1998e7,1955e5,10.0,uniform_target_subdivision,25,2,8,1.0,276,309,2,34,0,6,112,36,0.112786,ok,
1998e7,1955e5,10.0,adaptive_closest_points,25,2,8,1.0,93,126,1,37,0,6,328,96,0.133067,ok,
1998e7,1955e5,12.5,target_junctions,25,2,8,1.0,70,103,0,59,2,7,928,140,0.027431,ok,
1998e7,1955e5,12.5,original_target_vertices,25,2,8,1.0,2828,2861,1,199,0,25,32455,5175,0.327443,ok,
1998e7,1955e5,12.5,uniform_target_subdivision,25,2,8,1.0,276,309,1,42,0,6,229,72,0.108829,ok,
1998e7,1955e5,12.5,adaptive_closest_points,25,2,8,1.0,94,127,1,40,0,6,342,96,0.137926,ok,
1998e7,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,0,82,3,11,2201,528,0.129713,ok,
1998e7,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,0,165,7,25,15630,3179,0.426794,ok,
1998e7,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,104,3,18,4170,1080,0.457998,ok,
1998e7,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,330,518,0,39,1,5,197,60,0.265309,ok,
1998e7,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,97,4,13,3456,858,0.126944,ok,
1998e7,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,0,228,9,25,48170,10560,0.419301,ok,
1998e7,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,136,4,22,8549,1936,0.405997,ok,
1998e7,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,332,520,0,47,1,7,314,84,0.267320,ok,
1998e7,1998e5,10.0,target_junctions,25,2,8,1.0,54,78,0,59,2,6,888,144,0.022862,ok,
1998e7,1998e5,10.0,original_target_vertices,25,2,8,1.0,2353,2377,0,153,6,25,11354,2475,0.273792,ok,
1998e7,1998e5,10.0,uniform_target_subdivision,25,2,8,1.0,210,234,0,33,1,5,183,80,0.087977,ok,
1998e7,1998e5,10.0,adaptive_closest_points,25,2,8,1.0,55,79,0,19,1,3,26,6,0.115906,ok,
1998e7,1998e5,12.5,target_junctions,25,2,8,1.0,54,78,0,64,2,6,1162,216,0.025413,ok,
1998e7,1998e5,12.5,original_target_vertices,25,2,8,1.0,2353,2377,0,201,7,25,28950,5472,0.281745,ok,
1998e7,1998e5,12.5,uniform_target_subdivision,25,2,8,1.0,210,234,0,37,1,6,256,120,0.090134,ok,
1998e7,1998e5,12.5,adaptive_closest_points,25,2,8,1.0,57,81,0,23,1,3,54,18,0.121139,ok,
1998e7,2014e3,10.0,target_junctions,25,2,8,1.0,317,493,1,76,0,8,2402,448,0.134277,ok,
1998e7,2014e3,10.0,original_target_vertices,25,2,8,1.0,4059,4236,1,174,0,25,21241,3850,0.391636,ok,
1998e7,2014e3,10.0,uniform_target_subdivision,25,2,8,1.0,1303,1479,1,88,0,12,4029,840,0.392199,ok,
1998e7,2014e3,10.0,adaptive_closest_points,25,2,8,1.0,344,520,1,55,0,9,810,180,0.261022,ok,
1998e7,2014e3,12.5,target_junctions,25,2,8,1.0,317,493,1,86,0,9,3174,448,0.125348,ok,
1998e7,2014e3,12.5,original_target_vertices,25,2,8,1.0,4059,4236,1,226,0,25,46907,7480,0.441650,ok,
1998e7,2014e3,12.5,uniform_target_subdivision,25,2,8,1.0,1303,1479,1,117,0,17,8559,1716,0.383320,ok,
1998e7,2014e3,12.5,adaptive_closest_points,25,2,8,1.0,348,524,1,66,0,10,1243,245,0.265554,ok,
1998e7,2014e5,10.0,target_junctions,25,2,8,1.0,51,74,1,48,0,6,560,96,0.021969,ok,
1998e7,2014e5,10.0,original_target_vertices,25,2,8,1.0,2366,2389,1,125,0,17,7974,1496,0.278506,ok,
1998e7,2014e5,10.0,uniform_target_subdivision,25,2,8,1.0,199,222,1,28,0,4,80,24,0.083979,ok,
1998e7,2014e5,10.0,adaptive_closest_points,25,2,8,1.0,67,90,1,29,0,4,111,24,0.103067,ok,
1998e7,2014e5,12.5,target_junctions,25,2,8,1.0,51,74,1,51,0,6,646,144,0.029219,ok,
1998e7,2014e5,12.5,original_target_vertices,25,2,8,1.0,2366,2389,1,172,0,24,21453,3600,0.281154,ok,
1998e7,2014e5,12.5,uniform_target_subdivision,25,2,8,1.0,199,222,1,32,0,5,123,40,0.085762,ok,
1998e7,2014e5,12.5,adaptive_closest_points,25,2,8,1.0,68,91,1,31,0,4,134,36,0.107382,ok,
2014e11,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,0,5,2,3,6,6,0.146040,ok,
2014e11,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,0,21,7,14,98,98,0.439052,ok,
2014e11,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,7,3,4,12,12,0.444427,ok,
2014e11,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,373,583,0,4,2,2,4,4,0.194726,ok,
2014e11,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,6,2,4,8,8,0.142992,ok,
2014e11,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,0,24,7,17,119,119,0.449381,ok,
2014e11,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,8,3,5,15,15,0.498996,ok,
2014e11,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,373,583,0,5,2,3,6,6,0.190755,ok,
2014e11,1955e5,10.0,target_junctions,25,2,8,1.0,70,103,0,5,2,3,6,6,0.034705,ok,
2014e11,1955e5,10.0,original_target_vertices,25,2,8,1.0,2828,2861,0,21,7,14,98,98,0.305542,ok,
2014e11,1955e5,10.0,uniform_target_subdivision,25,2,8,1.0,276,309,0,5,2,3,6,6,0.117128,ok,
2014e11,1955e5,10.0,adaptive_closest_points,25,2,8,1.0,72,105,0,4,2,2,4,4,0.064200,ok,
2014e11,1955e5,12.5,target_junctions,25,2,8,1.0,70,103,0,6,2,4,8,8,0.028775,ok,
2014e11,1955e5,12.5,original_target_vertices,25,2,8,1.0,2828,2861,0,24,7,17,119,119,0.326371,ok,
2014e11,1955e5,12.5,uniform_target_subdivision,25,2,8,1.0,276,309,0,7,3,4,12,12,0.151222,ok,
2014e11,1955e5,12.5,adaptive_closest_points,25,2,8,1.0,72,105,0,5,2,3,6,6,0.088100,ok,
2014e11,1955e7,10.0,target_junctions,25,2,8,1.0,8,9,1,2,0,2,0,0,0.005170,ok,
2014e11,1955e7,10.0,original_target_vertices,25,2,8,1.0,1334,1335,1,11,0,11,0,0,0.183651,ok,
2014e11,1955e7,10.0,uniform_target_subdivision,25,2,8,1.0,26,27,1,1,0,1,0,0,0.028214,ok,
2014e11,1955e7,10.0,adaptive_closest_points,25,2,8,1.0,8,9,1,1,0,1,0,0,0.016125,ok,
2014e11,1955e7,12.5,target_junctions,25,2,8,1.0,8,9,1,2,0,2,0,0,0.004084,ok,
2014e11,1955e7,12.5,original_target_vertices,25,2,8,1.0,1334,1335,1,12,0,12,0,0,0.192519,ok,
2014e11,1955e7,12.5,uniform_target_subdivision,25,2,8,1.0,26,27,1,1,0,1,0,0,0.033330,ok,
2014e11,1955e7,12.5,adaptive_closest_points,25,2,8,1.0,8,9,1,1,0,1,0,0,0.013440,ok,
2014e11,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,0,7,3,4,12,12,0.129330,ok,
2014e11,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,0,19,7,12,84,84,0.418055,ok,
2014e11,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,6,3,3,9,9,0.408880,ok,
2014e11,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,323,511,0,5,2,3,6,6,0.194206,ok,
2014e11,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,9,4,5,20,20,0.133753,ok,
2014e11,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,0,26,11,15,165,165,0.467551,ok,
2014e11,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,10,4,6,24,24,0.406788,ok,
2014e11,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,323,511,0,6,3,3,9,9,0.181622,ok,
2014e11,1998e5,10.0,target_junctions,25,2,8,1.0,54,78,0,6,2,4,8,8,0.021155,ok,
2014e11,1998e5,10.0,original_target_vertices,25,2,8,1.0,2353,2377,0,19,7,12,84,84,0.274657,ok,
2014e11,1998e5,10.0,uniform_target_subdivision,25,2,8,1.0,210,234,0,3,1,2,2,2,0.086844,ok,
2014e11,1998e5,10.0,adaptive_closest_points,25,2,8,1.0,55,79,0,4,1,3,3,3,0.055911,ok,
2014e11,1998e5,12.5,target_junctions,25,2,8,1.0,54,78,0,6,2,4,8,8,0.020860,ok,
2014e11,1998e5,12.5,original_target_vertices,25,2,8,1.0,2353,2377,0,23,8,15,120,120,0.277259,ok,
2014e11,1998e5,12.5,uniform_target_subdivision,25,2,8,1.0,210,234,0,3,1,2,2,2,0.086472,ok,
2014e11,1998e5,12.5,adaptive_closest_points,25,2,8,1.0,55,79,0,4,1,3,3,3,0.051733,ok,
2014e11,1998e7,10.0,target_junctions,25,2,8,1.0,14,18,0,4,2,2,4,4,0.005985,ok,
2014e11,1998e7,10.0,original_target_vertices,25,2,8,1.0,1545,1549,0,15,7,8,56,56,0.209752,ok,
2014e11,1998e7,10.0,uniform_target_subdivision,25,2,8,1.0,50,54,0,2,1,1,1,1,0.034748,ok,
2014e11,1998e7,10.0,adaptive_closest_points,25,2,8,1.0,15,19,0,3,1,2,2,2,0.029655,ok,
2014e11,1998e7,12.5,target_junctions,25,2,8,1.0,14,18,0,4,2,2,4,4,0.005652,ok,
2014e11,1998e7,12.5,original_target_vertices,25,2,8,1.0,1545,1549,0,18,8,10,80,80,0.219288,ok,
2014e11,1998e7,12.5,uniform_target_subdivision,25,2,8,1.0,50,54,0,2,1,1,1,1,0.034501,ok,
2014e11,1998e7,12.5,adaptive_closest_points,25,2,8,1.0,15,19,0,3,1,2,2,2,0.029113,ok,
2014e11,2014e3,10.0,target_junctions,25,2,8,1.0,317,493,0,8,2,6,12,12,0.123530,ok,
2014e11,2014e3,10.0,original_target_vertices,25,2,8,1.0,4059,4236,0,19,7,12,84,84,0.400923,ok,
2014e11,2014e3,10.0,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,10,3,7,21,21,0.387000,ok,
2014e11,2014e3,10.0,adaptive_closest_points,25,2,8,1.0,317,493,0,4,1,3,3,3,0.059563,ok,
2014e11,2014e3,12.5,target_junctions,25,2,8,1.0,317,493,0,12,5,7,35,35,0.121007,ok,
2014e11,2014e3,12.5,original_target_vertices,25,2,8,1.0,4059,4236,0,34,11,23,253,253,0.483722,ok,
2014e11,2014e3,12.5,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,15,4,11,44,44,0.434043,ok,
2014e11,2014e3,12.5,adaptive_closest_points,25,2,8,1.0,320,496,0,9,3,6,18,18,0.167820,ok,
2014e11,2014e5,10.0,target_junctions,25,2,8,1.0,51,74,0,4,2,2,4,4,0.020849,ok,
2014e11,2014e5,10.0,original_target_vertices,25,2,8,1.0,2366,2389,0,13,6,7,42,42,0.275558,ok,
2014e11,2014e5,10.0,uniform_target_subdivision,25,2,8,1.0,199,222,0,4,2,2,4,4,0.082529,ok,
2014e11,2014e5,10.0,adaptive_closest_points,25,2,8,1.0,51,74,0,2,1,1,1,1,0.010747,ok,
2014e11,2014e5,12.5,target_junctions,25,2,8,1.0,51,74,0,5,2,3,6,6,0.018599,ok,
2014e11,2014e5,12.5,original_target_vertices,25,2,8,1.0,2366,2389,0,20,8,12,96,96,0.274224,ok,
2014e11,2014e5,12.5,uniform_target_subdivision,25,2,8,1.0,199,222,0,4,2,2,4,4,0.097248,ok,
2014e11,2014e5,12.5,adaptive_closest_points,25,2,8,1.0,52,75,0,3,1,2,2,2,0.052649,ok,
2014e11,2014e7,10.0,target_junctions,25,2,8,1.0,12,15,0,4,2,2,4,4,0.005130,ok,
2014e11,2014e7,10.0,original_target_vertices,25,2,8,1.0,1618,1621,0,13,6,7,42,42,0.252352,ok,
2014e11,2014e7,10.0,uniform_target_subdivision,25,2,8,1.0,42,45,0,3,1,2,2,2,0.036311,ok,
2014e11,2014e7,10.0,adaptive_closest_points,25,2,8,1.0,12,15,0,2,1,1,1,1,0.006913,ok,
2014e11,2014e7,12.5,target_junctions,25,2,8,1.0,12,15,0,4,2,2,4,4,0.004709,ok,
2014e11,2014e7,12.5,original_target_vertices,25,2,8,1.0,1618,1621,0,15,7,8,56,56,0.227655,ok,
2014e11,2014e7,12.5,uniform_target_subdivision,25,2,8,1.0,42,45,0,3,1,2,2,2,0.034423,ok,
2014e11,2014e7,12.5,adaptive_closest_points,25,2,8,1.0,12,15,0,2,1,1,1,1,0.007037,ok,
2014e3,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,1,1669,0,15,630198,73920,0.193787,ok,
2014e3,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,9,4372,0,25,132863894,16352448,0.642015,ok,
2014e3,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,9,1890,0,25,1303355,230736,0.527063,ok,
2014e3,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,1116,1326,1,2377,0,25,4194935,1003200,2.975292,ok,
2014e3,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,2042,2,17,2626969,278784,0.194164,ok,
2014e3,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,3,5890,0,25,949688984,175781250,0.735211,ok,
2014e3,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,1,2718,0,25,7027119,663552,0.575390,ok,
2014e3,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,1239,1449,0,3366,1,25,20128021,3562500,3.273179,ok,
2014e3,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,2,1713,0,15,1016755,56448,0.180810,ok,
2014e3,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,5,5059,0,25,568980861,105468750,0.620294,ok,
2014e3,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,9,2040,0,25,4428361,1175040,0.493021,ok,
2014e3,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,1046,1234,2,2381,0,25,7064504,1655280,2.753572,ok,
2014e3,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,2033,2,16,2941290,162000,0.175708,ok,
2014e3,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,1,6227,0,25,1919640268,561052800,0.647115,ok,
2014e3,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,3,2755,0,25,21251726,5343750,0.525196,ok,
2014e3,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,1139,1327,0,3311,1,25,39539342,7507500,2.965457,ok,
2014e5,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,0,296,2,15,31277,3240,0.148316,ok,
2014e5,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,0,717,2,25,1178091,225000,0.468297,ok,
2014e5,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,332,1,25,50172,16900,0.464064,ok,
2014e5,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,506,716,0,258,1,13,21136,3120,0.675859,ok,
2014e5,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,366,2,17,97187,14784,0.153489,ok,
2014e5,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,0,956,5,25,3881612,296875,0.470919,ok,
2014e5,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,469,1,25,171441,31875,0.476362,ok,
2014e5,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,524,734,0,331,2,16,64138,8400,0.670224,ok,
2014e5,1955e5,10.0,target_junctions,25,2,8,1.0,70,103,2,151,0,6,2203,144,0.031338,ok,
2014e5,1955e5,10.0,original_target_vertices,25,2,8,1.0,2828,2861,3,536,0,25,451865,110500,0.389010,ok,
2014e5,1955e5,10.0,uniform_target_subdivision,25,2,8,1.0,276,309,16,78,0,6,323,120,0.113578,ok,
2014e5,1955e5,10.0,adaptive_closest_points,25,2,8,1.0,140,173,2,112,0,8,846,128,0.333673,ok,
2014e5,1955e5,12.5,target_junctions,25,2,8,1.0,70,103,0,191,2,6,8466,1080,0.035098,ok,
2014e5,1955e5,12.5,original_target_vertices,25,2,8,1.0,2828,2861,0,747,2,25,1669673,223125,0.337621,ok,
2014e5,1955e5,12.5,uniform_target_subdivision,25,2,8,1.0,276,309,10,119,0,7,1787,240,0.118873,ok,
2014e5,1955e5,12.5,adaptive_closest_points,25,2,8,1.0,152,185,0,147,1,8,2621,256,0.367274,ok,
2014e5,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,0,289,2,14,27668,3267,0.134608,ok,
2014e5,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,1,735,0,25,663340,90000,0.443381,ok,
2014e5,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,1,302,0,25,16742,2420,0.417381,ok,
2014e5,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,440,628,0,232,1,10,8721,945,0.595644,ok,
2014e5,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,342,2,15,59311,7260,0.133716,ok,
2014e5,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,0,938,4,25,2205722,244375,0.456622,ok,
2014e5,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,400,1,25,70691,10164,0.478345,ok,
2014e5,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,462,650,0,296,1,12,25274,2160,0.610808,ok,
2014e5,1998e5,10.0,target_junctions,25,2,8,1.0,54,78,1,170,0,6,5244,720,0.028460,ok,
2014e5,1998e5,10.0,original_target_vertices,25,2,8,1.0,2353,2377,2,583,0,25,347796,47840,0.293556,ok,
2014e5,1998e5,10.0,uniform_target_subdivision,25,2,8,1.0,210,234,9,73,0,5,335,128,0.095402,ok,
2014e5,1998e5,10.0,adaptive_closest_points,25,2,8,1.0,131,155,1,124,0,6,1754,432,0.300181,ok,
2014e5,1998e5,12.5,target_junctions,25,2,8,1.0,54,78,0,191,2,8,7379,720,0.028796,ok,
2014e5,1998e5,12.5,original_target_vertices,25,2,8,1.0,2353,2377,0,790,3,25,1341900,152950,0.289930,ok,
2014e5,1998e5,12.5,uniform_target_subdivision,25,2,8,1.0,210,234,5,93,0,7,735,192,0.092233,ok,
2014e5,1998e5,12.5,adaptive_closest_points,25,2,8,1.0,145,169,0,156,1,7,3907,720,0.319387,ok,
2014e5,2014e3,10.0,target_junctions,25,2,8,1.0,317,493,0,339,2,14,51667,4410,0.131605,ok,
2014e5,2014e3,10.0,original_target_vertices,25,2,8,1.0,4059,4236,0,822,1,25,1745089,287500,0.418493,ok,
2014e5,2014e3,10.0,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,411,1,19,89157,24320,0.405921,ok,
2014e5,2014e3,10.0,adaptive_closest_points,25,2,8,1.0,390,566,0,222,1,12,9351,1920,0.566666,ok,
2014e5,2014e3,12.5,target_junctions,25,2,8,1.0,317,493,0,384,2,14,72042,6468,0.133379,ok,
2014e5,2014e3,12.5,original_target_vertices,25,2,8,1.0,4059,4236,0,1012,4,25,3611375,390625,0.411827,ok,
2014e5,2014e3,12.5,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,537,1,23,244794,62100,0.407543,ok,
2014e5,2014e3,12.5,adaptive_closest_points,25,2,8,1.0,408,584,0,281,1,13,17964,2880,0.595614,ok,
2014e7,1955e3,10.0,target_junctions,25,2,8,1.0,371,581,0,69,2,15,1461,540,0.139991,ok,
2014e7,1955e3,10.0,original_target_vertices,25,2,8,1.0,4489,4703,0,144,3,25,6836,2250,0.490550,ok,
2014e7,1955e3,10.0,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,75,1,25,1036,325,0.457346,ok,
