candidate_semantics,source,target,source_vertices,source_edges,target_junction_vertices,target_junction_edges,candidate_mode,minimum_rho,top_k,subdivision_points,adaptive_max_points_per_source,adaptive_min_separation,matching_target_vertices,matching_target_edges,total_candidates,minimum_candidates,maximum_candidates,estimated_state_upper_bound,largest_candidate_product,search_seconds,status
baseline_junctions_plus_mode_additions_v2,1998e7,2014e5,14,18,51,74,target_junctions,18.928,25,2,8,1.0,51,74,61,2,8,1070,192,0.256965,ok
baseline_junctions_plus_mode_additions_v2,1998e7,2014e5,14,18,51,74,original_target_vertices,18.928,25,2,8,1.0,2366,2389,374,2,55,229301,38280,0.804792,ok
baseline_junctions_plus_mode_additions_v2,1998e7,2014e5,14,18,51,74,uniform_target_subdivision,18.928,25,2,8,1.0,199,222,88,2,12,2647,540,0.279244,ok
baseline_junctions_plus_mode_additions_v2,1998e7,2014e5,14,18,51,74,adaptive_closest_points,18.928,25,2,8,1.0,73,96,83,2,11,2769,528,4.835050,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e3,2,1,371,581,target_junctions,4.273,25,2,8,1.0,371,581,4,2,2,4,4,1.312637,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e3,2,1,371,581,original_target_vertices,4.273,25,2,8,1.0,4489,4703,8,2,6,12,12,1.609608,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e3,2,1,371,581,uniform_target_subdivision,4.273,25,2,8,1.0,1533,1743,5,2,3,6,6,1.382497,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e3,2,1,371,581,adaptive_closest_points,4.273,25,2,8,1.0,372,582,5,2,3,6,6,3.783260,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e5,2,1,70,103,target_junctions,4.273,25,2,8,1.0,70,103,4,2,2,4,4,0.248300,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e5,2,1,70,103,original_target_vertices,4.273,25,2,8,1.0,2828,2861,8,2,6,12,12,0.481573,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e5,2,1,70,103,uniform_target_subdivision,4.273,25,2,8,1.0,276,309,5,2,3,6,6,0.263666,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e5,2,1,70,103,adaptive_closest_points,4.273,25,2,8,1.0,71,104,5,2,3,6,6,1.749082,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e7,2,1,8,9,target_junctions,24.439,25,2,8,1.0,8,9,4,2,2,4,4,0.040647,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e7,2,1,8,9,original_target_vertices,24.439,25,2,8,1.0,1334,1335,18,2,16,32,32,0.160451,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e7,2,1,8,9,uniform_target_subdivision,24.439,25,2,8,1.0,26,27,4,2,2,4,4,0.057696,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1955e7,2,1,8,9,adaptive_closest_points,24.439,25,2,8,1.0,9,10,5,2,3,6,6,1.660586,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e3,2,1,321,509,target_junctions,1,25,2,8,1.0,321,509,4,2,2,4,4,0.801292,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e3,2,1,321,509,original_target_vertices,1,25,2,8,1.0,4322,4511,4,2,2,4,4,0.999125,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e3,2,1,321,509,uniform_target_subdivision,1,25,2,8,1.0,1339,1527,4,2,2,4,4,0.873910,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e3,2,1,321,509,adaptive_closest_points,1,25,2,8,1.0,322,510,5,2,3,6,6,1.570480,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e5,2,1,54,78,target_junctions,1,25,2,8,1.0,54,78,4,2,2,4,4,0.143274,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e5,2,1,54,78,original_target_vertices,1,25,2,8,1.0,2353,2377,4,2,2,4,4,0.251647,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e5,2,1,54,78,uniform_target_subdivision,1,25,2,8,1.0,210,234,4,2,2,4,4,0.148296,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e5,2,1,54,78,adaptive_closest_points,1,25,2,8,1.0,55,79,5,2,3,6,6,0.462233,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e7,2,1,14,18,target_junctions,1,25,2,8,1.0,14,18,4,2,2,4,4,0.043972,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e7,2,1,14,18,original_target_vertices,1,25,2,8,1.0,1545,1549,4,2,2,4,4,0.120469,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e7,2,1,14,18,uniform_target_subdivision,1,25,2,8,1.0,50,54,4,2,2,4,4,0.041782,ok
baseline_junctions_plus_mode_additions_v2,2014e11,1998e7,2,1,14,18,adaptive_closest_points,1,25,2,8,1.0,15,19,5,2,3,6,6,0.444996,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e3,2,1,317,493,target_junctions,0,25,2,8,1.0,317,493,4,2,2,4,4,0.058602,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e3,2,1,317,493,original_target_vertices,0,25,2,8,1.0,4059,4236,4,2,2,4,4,0.082813,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e3,2,1,317,493,uniform_target_subdivision,0,25,2,8,1.0,1303,1479,4,2,2,4,4,0.025284,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e3,2,1,317,493,adaptive_closest_points,0,25,2,8,1.0,317,493,4,2,2,4,4,0.098652,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e5,2,1,51,74,target_junctions,0,25,2,8,1.0,51,74,4,2,2,4,4,0.010081,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e5,2,1,51,74,original_target_vertices,0,25,2,8,1.0,2366,2389,4,2,2,4,4,0.021875,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e5,2,1,51,74,uniform_target_subdivision,0,25,2,8,1.0,199,222,4,2,2,4,4,0.004511,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e5,2,1,51,74,adaptive_closest_points,0,25,2,8,1.0,51,74,4,2,2,4,4,0.018544,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e7,2,1,12,15,target_junctions,0,25,2,8,1.0,12,15,4,2,2,4,4,0.003984,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e7,2,1,12,15,original_target_vertices,0,25,2,8,1.0,1618,1621,4,2,2,4,4,0.008194,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e7,2,1,12,15,uniform_target_subdivision,0,25,2,8,1.0,42,45,4,2,2,4,4,0.003071,ok
baseline_junctions_plus_mode_additions_v2,2014e11,2014e7,2,1,12,15,adaptive_closest_points,0,25,2,8,1.0,12,15,4,2,2,4,4,0.024158,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1955e3,317,493,371,581,target_junctions,11.705,25,2,8,1.0,371,581,1924,2,16,1877567,231000,2.882692,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1955e3,317,493,371,581,original_target_vertices,11.705,25,2,8,1.0,4489,4703,7566,2,78,3280152360,457003008,7.849959,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1955e3,317,493,371,581,uniform_target_subdivision,11.705,25,2,8,1.0,1533,1743,3807,2,47,57457205,7324416,4.440146,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1955e3,317,493,371,581,adaptive_closest_points,11.705,25,2,8,1.0,1206,1416,3746,3,24,61779759,13571712,98.301009,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1998e3,317,493,321,509,target_junctions,10.817,25,2,8,1.0,321,509,1801,2,16,1331434,74088,3.309887,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1998e3,317,493,321,509,original_target_vertices,10.817,25,2,8,1.0,4322,4511,7600,2,77,6299011891,1705017600,9.098144,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1998e3,317,493,321,509,uniform_target_subdivision,10.817,25,2,8,1.0,1339,1527,3506,2,44,47097645,6162500,5.522328,ok
baseline_junctions_plus_mode_additions_v2,2014e3,1998e3,317,493,321,509,adaptive_closest_points,10.817,25,2,8,1.0,1073,1261,3465,3,23,39229110,5622750,91.225589,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e3,51,74,371,581,target_junctions,9.056,25,2,8,1.0,371,581,273,2,14,24152,3024,1.745302,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e3,51,74,371,581,original_target_vertices,9.056,25,2,8,1.0,4489,4703,865,2,57,2496278,678300,2.994829,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e3,51,74,371,581,uniform_target_subdivision,9.056,25,2,8,1.0,1533,1743,479,2,36,208776,55080,2.319355,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e3,51,74,371,581,adaptive_closest_points,9.056,25,2,8,1.0,497,707,423,3,19,141834,16796,15.293342,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e5,51,74,70,103,target_junctions,11.663,25,2,8,1.0,70,103,180,2,6,5630,720,0.333295,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e5,51,74,70,103,original_target_vertices,11.663,25,2,8,1.0,2828,2861,829,2,43,2428989,455112,2.003451,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e5,51,74,70,103,uniform_target_subdivision,11.663,25,2,8,1.0,276,309,255,2,11,22352,3402,0.480344,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1955e5,51,74,70,103,adaptive_closest_points,11.663,25,2,8,1.0,150,183,287,3,12,30650,3240,8.716883,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e3,51,74,321,509,target_junctions,10,25,2,8,1.0,321,509,289,2,14,27668,3267,1.320558,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e3,51,74,321,509,original_target_vertices,10,25,2,8,1.0,4322,4511,1010,2,72,2590753,423936,3.336015,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e3,51,74,321,509,uniform_target_subdivision,10,25,2,8,1.0,1339,1527,513,2,38,196957,27360,2.022234,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e3,51,74,321,509,adaptive_closest_points,10,25,2,8,1.0,440,628,436,3,16,127887,12960,14.724995,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e5,51,74,54,78,target_junctions,11,25,2,8,1.0,54,78,179,2,6,6237,720,0.303717,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e5,51,74,54,78,original_target_vertices,11,25,2,8,1.0,2353,2377,824,2,43,1493045,185760,1.600871,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e5,51,74,54,78,uniform_target_subdivision,11,25,2,8,1.0,210,234,226,2,10,17590,2688,0.327235,ok
baseline_junctions_plus_mode_additions_v2,2014e5,1998e5,51,74,54,78,adaptive_closest_points,11,25,2,8,1.0,135,159,280,2,10,36612,6300,9.137020,ok
baseline_junctions_plus_mode_additions_v2,2014e5,2014e3,51,74,317,493,target_junctions,0,25,2,8,1.0,317,493,207,2,6,9274,480,0.076433,ok
baseline_junctions_plus_mode_additions_v2,2014e5,2014e3,51,74,317,493,original_target_vertices,0,25,2,8,1.0,4059,4236,207,2,6,9274,480,0.159249,ok
baseline_junctions_plus_mode_additions_v2,2014e5,2014e3,51,74,317,493,uniform_target_subdivision,0,25,2,8,1.0,1303,1479,207,2,6,9274,480,0.048938,ok
baseline_junctions_plus_mode_additions_v2,2014e5,2014e3,51,74,317,493,adaptive_closest_points,0,25,2,8,1.0,332,508,222,2,6,12030,600,0.581714,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e3,12,15,371,581,target_junctions,9.056,25,2,8,1.0,371,581,67,2,14,1381,504,1.708287,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e3,12,15,371,581,original_target_vertices,9.056,25,2,8,1.0,4489,4703,200,2,57,18316,6783,2.221744,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e3,12,15,371,581,uniform_target_subdivision,9.056,25,2,8,1.0,1533,1743,121,2,36,7369,3240,1.931808,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e3,12,15,371,581,adaptive_closest_points,9.056,25,2,8,1.0,401,611,97,3,19,4861,1995,8.502702,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e5,12,15,70,103,target_junctions,9.056,25,2,8,1.0,70,103,34,2,5,158,32,0.311263,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e5,12,15,70,103,original_target_vertices,9.056,25,2,8,1.0,2828,2861,131,2,31,5792,2046,0.781420,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e5,12,15,70,103,uniform_target_subdivision,9.056,25,2,8,1.0,276,309,42,2,6,290,80,0.297996,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1955e5,12,15,70,103,adaptive_closest_points,9.056,25,2,8,1.0,85,118,49,3,7,508,126,4.132343,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e3,12,15,321,509,target_junctions,4,25,2,8,1.0,321,509,49,2,9,988,576,0.969693,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e3,12,15,321,509,original_target_vertices,4,25,2,8,1.0,4322,4511,93,2,14,4896,1848,1.447421,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e3,12,15,321,509,uniform_target_subdivision,4,25,2,8,1.0,1339,1527,73,2,16,4071,2288,0.968293,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e3,12,15,321,509,adaptive_closest_points,4,25,2,8,1.0,336,524,64,2,12,1987,1080,5.625507,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e5,12,15,54,78,target_junctions,4,25,2,8,1.0,54,78,33,2,6,184,60,0.180696,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e5,12,15,54,78,original_target_vertices,4,25,2,8,1.0,2353,2377,75,2,9,1810,486,0.529377,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e5,12,15,54,78,uniform_target_subdivision,4,25,2,8,1.0,210,234,37,2,8,296,112,0.218544,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e5,12,15,54,78,adaptive_closest_points,4,25,2,8,1.0,66,90,45,2,7,459,147,3.009451,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e7,12,15,14,18,target_junctions,4,25,2,8,1.0,14,18,26,2,4,84,16,0.046439,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e7,12,15,14,18,original_target_vertices,4,25,2,8,1.0,1545,1549,69,2,9,1500,378,0.263136,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e7,12,15,14,18,uniform_target_subdivision,4,25,2,8,1.0,50,54,26,2,4,84,16,0.060072,ok
baseline_junctions_plus_mode_additions_v2,2014e7,1998e7,12,15,14,18,adaptive_closest_points,4,25,2,8,1.0,25,29,37,2,5,231,45,2.938673,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e3,12,15,317,493,target_junctions,0,25,2,8,1.0,317,493,43,2,5,408,80,0.044388,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e3,12,15,317,493,original_target_vertices,0,25,2,8,1.0,4059,4236,43,2,5,408,80,0.089177,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e3,12,15,317,493,uniform_target_subdivision,0,25,2,8,1.0,1303,1479,43,2,5,408,80,0.024993,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e3,12,15,317,493,adaptive_closest_points,0,25,2,8,1.0,318,494,44,2,5,440,80,0.300308,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e5,12,15,51,74,target_junctions,0,25,2,8,1.0,51,74,42,2,4,376,64,0.006231,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e5,12,15,51,74,original_target_vertices,0,25,2,8,1.0,2366,2389,42,2,4,376,64,0.023104,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e5,12,15,51,74,uniform_target_subdivision,0,25,2,8,1.0,199,222,42,2,4,376,64,0.004571,ok
baseline_junctions_plus_mode_additions_v2,2014e7,2014e5,12,15,51,74,adaptive_closest_points,0,25,2,8,1.0,52,75,43,2,5,408,80,0.155154,ok
